64,66,brm,BRM,British
65,67,penske,Penske,American
66,68,lec,LEC,British
67,69,mcguire,McGuire,Australian
68,70,boro,Boro,Dutch
69,71,apollon,Apollon,Swiss
70,72,kojima,Kojima,Japanese
71,73,parnelli,Parnelli,American
72,74,maki,Maki,Japanese
73,75,hill,Embassy_Hill,British
74,76,lyncar,Lyncar,British
75,77,trojan,Trojan,British
76,78,amon,Amon,New_Zealander
77,79,token,Token,British
78,80,iso_marlboro,Iso_Marlboro,British
79,81,tecno,Tecno,Italian
80,82,matra,Matra,French
81,83,politoys,Politoys,British
82,84,connew,Connew,British
83,85,bellasi,Bellasi,Swiss
84,86,tomaso,De_Tomaso,Italian
85,87,cooper,Cooper,British
86,88,eagle,Eagle,American
87,89,lds,LDS,South_African
88,90,protos,Protos,British
89,91,shannon,Shannon,British
90,92,scirocco,Scirocco,British
91,93,re,RE,Rhodesian
92,94,brp,BRP,British
93,95,porsche,Porsche,German
94,96,derrington,Derrington,British
95,97,gilby,Gilby,British
96,98,stebro,Stebro,Canadian
97,99,emeryson,Emeryson,British
98,100,enb,ENB,Belgian
99,101,jbw,JBW,British
100,102,ferguson,Ferguson,British
101,103,mbm,MBM,Swiss
102,104,behra-porsche,Behra-Porsche,Italian
103,105,maserati,Maserati,Italian
104,106,scarab,Scarab,American
105,107,watson,Watson,American
106,108,epperly,Epperly,American
107,109,phillips,Phillips,American
108,110,lesovsky,Lesovsky,American
109,111,trevis,Trevis,American
110,112,meskowski,Meskowski,American
111,113,kurtis_kraft,Kurtis_Kraft,American
112,114,kuzma,Kuzma,American
113,115,vhristensen,Christensen,American
114,116,ewing,Ewing,American
115,117,aston_martin,Aston_Martin,British
116,118,vanwall,Vanwall,British
117,119,moore,Moore,American
118,120,dunn,Dunn,American
119,121,elder,Elder,American
120,122,sutton,Sutton,American
121,123,fry,Fry,British
122,124,tec-mec,Tec-Mec,Italian
123,125,connaught,Connaught,British
124,126,alta,Alta,British
125,127,osca,OSCA,Italian
126,128,gordini,Gordini,French
127,129,stevens,Stevens,American
