640,641,1971,10,48,Canadian_Grand_Prix
641,642,1971,11,46,United_States_Grand_Prix
642,643,1970,1,30,South_African_Grand_Prix
643,644,1970,2,45,Spanish_Grand_Prix
644,645,1970,3,6,Monaco_Grand_Prix
645,646,1970,4,13,Belgian_Grand_Prix
646,647,1970,5,39,Dutch_Grand_Prix
647,648,1970,6,51,French_Grand_Prix
648,649,1970,7,38,British_Grand_Prix
649,650,1970,8,10,German_Grand_Prix
650,651,1970,9,70,Austrian_Grand_Prix
651,652,1970,10,14,Italian_Grand_Prix
652,653,1970,11,52,Canadian_Grand_Prix
653,654,1970,12,46,United_States_Grand_Prix
654,655,1970,13,32,Mexican_Grand_Prix
655,656,1969,1,30,South_African_Grand_Prix
656,657,1969,2,49,Spanish_Grand_Prix
657,658,1969,3,6,Monaco_Grand_Prix
658,659,1969,4,39,Dutch_Grand_Prix
659,660,1969,5,51,French_Grand_Prix
660,661,1969,6,9,British_Grand_Prix
661,662,1969,7,20,German_Grand_Prix
662,663,1969,8,14,Italian_Grand_Prix
663,664,1969,9,48,Canadian_Grand_Prix
664,665,1969,10,46,United_States_Grand_Prix
665,666,1969,11,32,Mexican_Grand_Prix
666,667,1968,1,30,South_African_Grand_Prix
667,668,1968,2,45,Spanish_Grand_Prix
668,669,1968,3,6,Monaco_Grand_Prix
669,670,1968,4,13,Belgian_Grand_Prix
670,671,1968,5,39,Dutch_Grand_Prix
671,672,1968,6,53,French_Grand_Prix
672,673,1968,7,38,British_Grand_Prix
673,674,1968,8,20,German_Grand_Prix
674,675,1968,9,14,Italian_Grand_Prix
675,676,1968,10,52,Canadian_Grand_Prix
676,677,1968,11,46,United_States_Grand_Prix
677,678,1968,12,32,Mexican_Grand_Prix
678,679,1967,1,30,South_African_Grand_Prix
679,680,1967,2,6,Monaco_Grand_Prix
680,681,1967,3,39,Dutch_Grand_Prix
681,682,1967,4,13,Belgian_Grand_Prix
682,683,1967,5,54,French_Grand_Prix
683,684,1967,6,9,British_Grand_Prix
684,685,1967,7,20,German_Grand_Prix
685,686,1967,8,48,Canadian_Grand_Prix
686,687,1967,9,14,Italian_Grand_Prix
687,688,1967,10,46,United_States_Grand_Prix
688,689,1967,11,32,Mexican_Grand_Prix
689,690,1966,1,6,Monaco_Grand_Prix
690,691,1966,2,13,Belgian_Grand_Prix
691,692,1966,3,55,French_Grand_Prix
692,693,1966,4,38,British_Grand_Prix
693,694,1966,5,39,Dutch_Grand_Prix
694,695,1966,6,20,German_Grand_Prix
695,696,1966,7,14,Italian_Grand_Prix
696,697,1966,8,46,United_States_Grand_Prix
697,698,1966,9,32,Mexican_Grand_Prix
698,699,1965,1,56,South_African_Grand_Prix
699,700,1965,2,6,Monaco_Grand_Prix
700,701,1965,3,13,Belgian_Grand_Prix
701,702,1965,4,51,French_Grand_Prix
702,703,1965,5,9,British_Grand_Prix
703,704,1965,6,39,Dutch_Grand_Prix
