512,513,1979,2,18,Brazilian_Grand_Prix
513,514,1979,3,30,South_African_Grand_Prix
514,515,1979,4,43,United_States_Grand_Prix_West
515,516,1979,5,45,Spanish_Grand_Prix
516,517,1979,6,40,Belgian_Grand_Prix
517,518,1979,7,6,Monaco_Grand_Prix
518,519,1979,8,41,French_Grand_Prix
519,520,1979,9,9,British_Grand_Prix
520,521,1979,10,10,German_Grand_Prix
521,522,1979,11,70,Austrian_Grand_Prix
522,523,1979,12,39,Dutch_Grand_Prix
523,524,1979,13,14,Italian_Grand_Prix
524,525,1979,14,7,Canadian_Grand_Prix
525,526,1979,15,46,United_States_Grand_Prix
526,527,1978,1,25,Argentine_Grand_Prix
527,528,1978,2,36,Brazilian_Grand_Prix
528,529,1978,3,30,South_African_Grand_Prix
529,530,1978,4,43,United_States_Grand_Prix_West
530,531,1978,5,6,Monaco_Grand_Prix
531,532,1978,6,40,Belgian_Grand_Prix
532,533,1978,7,45,Spanish_Grand_Prix
533,534,1978,8,47,Swedish_Grand_Prix
534,535,1978,9,34,French_Grand_Prix
535,536,1978,10,38,British_Grand_Prix
536,537,1978,11,10,German_Grand_Prix
537,538,1978,12,70,Austrian_Grand_Prix
538,539,1978,13,39,Dutch_Grand_Prix
539,540,1978,14,14,Italian_Grand_Prix
540,541,1978,15,46,United_States_Grand_Prix
541,542,1978,16,7,Canadian_Grand_Prix
542,543,1977,1,25,Argentine_Grand_Prix
543,544,1977,2,18,Brazilian_Grand_Prix
544,545,1977,3,30,South_African_Grand_Prix
545,546,1977,4,43,United_States_Grand_Prix_West
546,547,1977,5,45,Spanish_Grand_Prix
547,548,1977,6,6,Monaco_Grand_Prix
548,549,1977,7,40,Belgian_Grand_Prix
549,550,1977,8,47,Swedish_Grand_Prix
550,551,1977,9,41,French_Grand_Prix
551,552,1977,10,9,British_Grand_Prix
552,553,1977,11,10,German_Grand_Prix
553,554,1977,12,70,Austrian_Grand_Prix
554,555,1977,13,39,Dutch_Grand_Prix
555,556,1977,14,14,Italian_Grand_Prix
556,557,1977,15,46,United_States_Grand_Prix
557,558,1977,16,48,Canadian_Grand_Prix
558,559,1977,17,16,Japanese_Grand_Prix
559,560,1976,1,18,Brazilian_Grand_Prix
560,561,1976,2,30,South_African_Grand_Prix
561,562,1976,3,43,United_States_Grand_Prix_West
562,563,1976,4,45,Spanish_Grand_Prix
563,564,1976,5,40,Belgian_Grand_Prix
564,565,1976,6,6,Monaco_Grand_Prix
565,566,1976,7,47,Swedish_Grand_Prix
566,567,1976,8,34,French_Grand_Prix
567,568,1976,9,38,British_Grand_Prix
568,569,1976,10,20,German_Grand_Prix
569,570,1976,11,70,Austrian_Grand_Prix
570,571,1976,12,39,Dutch_Grand_Prix
571,572,1976,13,14,Italian_Grand_Prix
572,573,1976,14,48,Canadian_Grand_Prix
573,574,1976,15,46,United_States_Grand_Prix
574,575,1976,16,16,Japanese_Grand_Prix
575,576,1975,1,25,Argentine_Grand_Prix
