192,193,1998,3,25,Argentine_Grand_Prix
193,194,1998,4,21,San_Marino_Grand_Prix
194,195,1998,5,4,Spanish_Grand_Prix
195,196,1998,6,6,Monaco_Grand_Prix
196,197,1998,7,7,Canadian_Grand_Prix
197,198,1998,8,8,French_Grand_Prix
198,199,1998,9,9,British_Grand_Prix
199,200,1998,10,70,Austrian_Grand_Prix
200,201,1998,11,10,German_Grand_Prix
201,202,1998,12,11,Hungarian_Grand_Prix
202,203,1998,13,13,Belgian_Grand_Prix
203,204,1998,14,14,Italian_Grand_Prix
204,205,1998,15,20,Luxembourg_Grand_Prix
205,206,1998,16,22,Japanese_Grand_Prix
206,207,1997,1,1,Australian_Grand_Prix
207,208,1997,2,18,Brazilian_Grand_Prix
208,209,1997,3,25,Argentine_Grand_Prix
209,210,1997,4,21,San_Marino_Grand_Prix
210,211,1997,5,6,Monaco_Grand_Prix
211,212,1997,6,4,Spanish_Grand_Prix
212,213,1997,7,7,Canadian_Grand_Prix
213,214,1997,8,8,French_Grand_Prix
214,215,1997,9,9,British_Grand_Prix
215,216,1997,10,10,German_Grand_Prix
216,217,1997,11,11,Hungarian_Grand_Prix
217,218,1997,12,13,Belgian_Grand_Prix
218,219,1997,13,14,Italian_Grand_Prix
219,220,1997,14,70,Austrian_Grand_Prix
220,221,1997,15,20,Luxembourg_Grand_Prix
221,222,1997,16,22,Japanese_Grand_Prix
222,223,1997,17,26,European_Grand_Prix
223,224,1996,1,1,Australian_Grand_Prix
224,225,1996,2,18,Brazilian_Grand_Prix
225,226,1996,3,25,Argentine_Grand_Prix
226,227,1996,4,20,European_Grand_Prix
227,228,1996,5,21,San_Marino_Grand_Prix
228,229,1996,6,6,Monaco_Grand_Prix
229,230,1996,7,4,Spanish_Grand_Prix
230,231,1996,8,7,Canadian_Grand_Prix
231,232,1996,9,8,French_Grand_Prix
232,233,1996,10,9,British_Grand_Prix
233,234,1996,11,10,German_Grand_Prix
234,235,1996,12,11,Hungarian_Grand_Prix
235,236,1996,13,13,Belgian_Grand_Prix
236,237,1996,14,14,Italian_Grand_Prix
237,238,1996,15,27,Portuguese_Grand_Prix
238,239,1996,16,22,Japanese_Grand_Prix
239,240,1995,1,18,Brazilian_Grand_Prix
240,241,1995,2,25,Argentine_Grand_Prix
241,242,1995,3,21,San_Marino_Grand_Prix
242,243,1995,4,4,Spanish_Grand_Prix
243,244,1995,5,6,Monaco_Grand_Prix
244,245,1995,6,7,Canadian_Grand_Prix
245,246,1995,7,8,French_Grand_Prix
246,247,1995,8,9,British_Grand_Prix
247,248,1995,9,10,German_Grand_Prix
248,249,1995,10,11,Hungarian_Grand_Prix
249,250,1995,11,13,Belgian_Grand_Prix
250,251,1995,12,14,Italian_Grand_Prix
251,252,1995,13,27,Portuguese_Grand_Prix
252,253,1995,14,20,European_Grand_Prix
253,254,1995,15,28,Pacific_Grand_Prix
254,255,1995,16,22,Japanese_Grand_Prix
255,256,1995,17,29,Australian_Grand_Prix
