3456,11188,182,25,1.0,13,13,0
3457,11187,182,44,1.0,14,14,0
3458,11186,182,57,40.0,1,1,3
3459,11185,182,30,32.0,2,2,2
3460,11184,182,68,0.0,17,17,0
3461,11183,182,37,1.0,15,15,0
3462,11182,182,22,10.0,8,8,0
3463,11181,182,21,13.0,7,7,0
3464,11180,182,23,19.0,6,6,0
3465,11179,182,49,26.0,4,4,1
3466,11178,182,56,32.0,3,3,1
3467,11221,183,41,0.0,22,22,0
3468,11220,183,64,3.0,11,11,0
3469,11219,183,15,1.0,13,13,0
3470,11218,183,70,0.0,21,21,0
3471,11217,183,65,2.0,12,12,0
3472,11216,183,69,0.0,20,20,0
3473,11215,183,63,0.0,17,17,0
3474,11214,183,55,1.0,16,16,0
3475,11213,183,71,5.0,9,9,0
3476,11212,183,14,28.0,5,5,1
3477,11211,183,48,0.0,19,19,0
3478,11210,183,25,3.0,10,10,0
3479,11209,183,44,1.0,14,14,0
3480,11208,183,57,44.0,1,1,3
3481,11207,183,30,32.0,3,3,2
3482,11206,183,68,0.0,18,18,0
3483,11205,183,37,1.0,15,15,0
3484,11204,183,22,10.0,8,8,0
3485,11203,183,21,13.0,7,7,0
3486,11202,183,23,19.0,6,6,0
3487,11201,183,49,29.0,4,4,1
3488,11200,183,56,42.0,2,2,2
3489,11243,184,41,0.0,22,22,0
3490,11242,184,64,3.0,12,12,0
3491,11241,184,15,1.0,15,15,0
3492,11240,184,70,0.0,21,21,0
3493,11239,184,65,2.0,13,13,0
3494,11238,184,69,0.0,20,20,0
3495,11237,184,63,6.0,9,9,0
3496,11236,184,55,1.0,16,16,0
3497,11235,184,71,5.0,10,10,0
3498,11234,184,14,30.0,5,5,1
3499,11233,184,48,0.0,19,19,0
3500,11232,184,25,3.0,11,11,0
3501,11231,184,44,2.0,14,14,0
3502,11230,184,57,44.0,2,2,3
3503,11229,184,30,32.0,4,4,2
3504,11228,184,68,0.0,18,18,0
3505,11227,184,37,1.0,17,17,0
3506,11226,184,22,10.0,8,8,0
3507,11225,184,21,13.0,7,7,0
3508,11224,184,23,22.0,6,6,0
3509,11223,184,49,33.0,3,3,1
3510,11222,184,56,52.0,1,1,3
3511,11265,185,41,0.0,22,22,0
3512,11264,185,64,3.0,12,12,0
3513,11263,185,15,1.0,15,15,0
3514,11262,185,70,0.0,21,21,0
3515,11261,185,65,2.0,13,13,0
3516,11260,185,69,0.0,20,20,0
3517,11259,185,63,6.0,9,9,0
3518,11258,185,55,1.0,16,16,0
3519,11257,185,71,6.0,10,10,0
