4096,10753,212,14,11.0,5,5,1
4097,10798,213,81,0.0,23,23,0
4098,10797,213,22,6.0,12,12,0
4099,10796,213,76,0.0,17,17,0
4100,10795,213,23,4.0,13,13,0
4101,10794,213,79,0.0,22,22,0
4102,10793,213,71,0.0,21,21,0
4103,10792,213,56,14.0,4,4,0
4104,10791,213,50,0.0,18,18,0
4105,10790,213,63,2.0,14,14,0
4106,10789,213,21,8.0,10,10,0
4107,10788,213,65,7.0,11,11,0
4108,10787,213,55,13.0,6,6,0
4109,10786,213,35,30.0,2,2,3
4110,10785,213,64,0.0,19,19,0
4111,10784,213,15,0.0,20,20,0
4112,10783,213,49,13.0,5,5,1
4113,10782,213,75,1.0,16,16,0
4114,10781,213,78,1.0,15,15,0
4115,10780,213,44,15.0,3,3,0
4116,10779,213,77,10.0,8,8,0
4117,10778,213,57,10.0,9,9,0
4118,10777,213,30,37.0,1,1,2
4119,10776,213,14,11.0,7,7,1
4120,10821,214,81,0.0,23,23,0
4121,10820,214,22,6.0,12,12,0
4122,10819,214,76,0.0,17,17,0
4123,10818,214,23,5.0,13,13,0
4124,10817,214,79,0.0,22,22,0
4125,10816,214,71,0.0,21,21,0
4126,10815,214,56,18.0,4,4,0
4127,10814,214,50,0.0,18,18,0
4128,10813,214,63,2.0,14,14,0
4129,10812,214,21,8.0,10,10,0
4130,10811,214,65,7.0,11,11,0
4131,10810,214,55,15.0,6,6,0
4132,10809,214,35,33.0,2,2,3
4133,10808,214,64,0.0,19,19,0
4134,10807,214,15,0.0,20,20,0
4135,10806,214,49,19.0,3,3,1
4136,10805,214,75,1.0,16,16,0
4137,10804,214,78,1.0,15,15,0
4138,10803,214,44,15.0,5,5,0
4139,10802,214,77,10.0,8,8,0
4140,10801,214,57,10.0,9,9,0
4141,10800,214,30,47.0,1,1,3
4142,10799,214,14,11.0,7,7,1
4143,10847,215,58,0.0,26,26,0
4144,10846,215,82,0.0,23,23,0
4145,10845,215,25,4.0,14,14,0
4146,10844,215,81,0.0,25,25,0
4147,10843,215,22,6.0,13,13,0
4148,10842,215,76,0.0,19,19,0
4149,10841,215,23,7.0,11,11,0
4150,10840,215,79,0.0,24,24,0
4151,10839,215,71,1.0,18,18,0
4152,10838,215,56,18.0,5,5,0
4153,10837,215,50,0.0,21,21,0
4154,10836,215,63,2.0,15,15,0
4155,10835,215,21,8.0,10,10,0
4156,10834,215,65,7.0,12,12,0
4157,10833,215,55,21.0,3,3,0
4158,10832,215,35,43.0,2,2,4
4159,10831,215,64,0.0,22,22,0
