7552,15909,322,78,0.0,15,15,0
7553,15905,322,110,0.0,29,29,0
7554,15931,323,145,4.0,8,8,0
7555,15932,323,146,0.0,21,21,0
7556,15933,323,90,0.0,22,22,0
7557,15994,324,112,0.0,18,18,0
7558,15989,324,99,0.0,35,35,0
7559,16018,325,129,0.0,26,26,0
7560,16016,325,77,19.0,2,2,0
7561,16003,325,131,2.0,10,10,0
7562,16096,327,129,0.0,26,26,0
7563,16099,327,122,6.0,10,10,0
7564,16151,328,133,2.0,12,12,0
7565,16117,328,55,13.0,6,6,0
7566,16190,329,133,2.0,12,12,0
7567,16156,329,55,13.0,6,6,0
7568,16403,335,147,0.0,28,28,0
7569,16398,335,105,0.0,24,24,0
7570,16437,336,119,23.0,7,7,1
7571,17093,305,128,0.0,34,34,0
7572,17091,305,142,0.0,32,32,0
7573,17089,305,141,0.0,30,30,0
7574,17087,305,140,0.0,28,28,0
7575,17085,305,103,0.0,26,26,0
7576,17083,305,81,0.0,24,24,0
7577,17081,305,87,0.0,22,22,0
7578,17079,305,95,0.0,20,20,0
7579,17077,305,123,0.0,18,18,0
7580,17075,305,105,0.0,16,16,0
7581,17073,305,119,0.0,14,14,0
7582,17071,305,55,0.0,12,12,0
7583,17069,305,92,0.0,10,10,0
7584,17067,305,99,0.0,8,8,0
7585,17092,305,129,0.0,33,33,0
7586,17090,305,110,0.0,31,31,0
7587,17088,305,100,0.0,29,29,0
7588,17086,305,133,0.0,27,27,0
7589,17084,305,109,0.0,25,25,0
7590,17082,305,139,0.0,23,23,0
7591,17080,305,127,0.0,21,21,0
7592,17078,305,77,0.0,19,19,0
7593,17076,305,122,0.0,17,17,0
7594,17074,305,90,0.0,15,15,0
7595,17072,305,57,0.0,13,13,0
7596,17070,305,84,0.0,11,11,0
7597,17068,305,94,0.0,9,9,0
7598,17066,305,78,0.0,7,7,0
7599,17065,305,88,1.0,6,6,0
7600,17064,305,138,2.0,5,5,0
7601,17063,305,131,3.0,4,4,0
7602,17062,305,137,4.0,3,3,0
7603,17061,305,117,6.0,2,2,0
7604,17060,305,102,10.0,1,1,1
7605,17112,306,77,4.0,5,5,0
7606,17111,306,123,0.0,17,17,0
7607,17110,306,122,0.0,24,24,0
7608,17109,306,105,0.0,22,22,0
7609,17108,306,90,0.0,10,10,0
7610,17107,306,119,6.0,3,3,0
7611,17106,306,57,0.0,14,14,0
7612,17104,306,84,0.0,18,18,0
7613,17102,306,94,0.0,15,15,0
7614,17100,306,78,0.0,11,11,0
7615,17099,306,88,1.0,9,9,0
