14336,57797,545,187,1.0,12,12,0
14337,57796,545,252,0.0,20,20,0
14338,57795,545,251,0.0,19,19,0
14339,57794,545,230,0.0,14,14,0
14340,57793,545,223,1.0,11,11,0
14341,57792,545,207,2.0,9,9,0
14342,57791,545,224,6.0,6,6,0
14343,57790,545,199,13.0,2,2,1
14344,57789,545,250,6.0,5,5,0
14345,57788,545,222,15.0,1,1,1
14346,57840,546,178,0.0,27,27,0
14347,57839,546,205,0.0,18,18,0
14348,57838,546,197,1.0,14,14,0
14349,57837,546,257,0.0,28,28,0
14350,57836,546,233,0.0,26,26,0
14351,57835,546,239,0.0,20,20,0
14352,57834,546,256,0.0,21,21,0
14353,57833,546,255,2.0,9,9,0
14354,57832,546,254,1.0,13,13,0
14355,57831,546,246,0.0,19,19,0
14356,57830,546,182,19.0,1,1,1
14357,57829,546,253,0.0,16,16,0
14358,57828,546,238,0.0,25,25,0
14359,57827,546,200,2.0,10,10,0
14360,57826,546,231,9.0,5,5,0
14361,57825,546,221,7.0,7,7,0
14362,57824,546,172,0.0,17,17,0
14363,57823,546,237,0.0,24,24,0
14364,57822,546,187,1.0,12,12,0
14365,57821,546,252,0.0,23,23,0
14366,57820,546,251,0.0,22,22,0
14367,57819,546,230,0.0,15,15,0
14368,57818,546,223,1.0,11,11,0
14369,57817,546,207,11.0,4,4,1
14370,57816,546,224,8.0,6,6,0
14371,57815,546,199,13.0,3,3,1
14372,57814,546,250,6.0,8,8,0
14373,57813,546,222,19.0,2,2,1
14374,57875,547,260,0.0,35,35,0
14375,57874,547,259,0.0,34,34,0
14376,57873,547,232,0.0,33,33,0
14377,57872,547,229,0.0,31,31,0
14378,57871,547,211,0.0,30,30,0
14379,57870,547,208,0.0,25,25,0
14380,57869,547,258,0.0,24,24,0
14381,57868,547,178,0.0,29,29,0
14382,57867,547,205,0.0,22,22,0
14383,57866,547,197,1.0,15,15,0
14384,57865,547,257,0.0,32,32,0
14385,57864,547,233,1.0,13,13,0
14386,57863,547,239,0.0,21,21,0
14387,57862,547,256,0.0,26,26,0
14388,57861,547,255,4.0,10,10,0
14389,57860,547,254,1.0,14,14,0
14390,57859,547,246,0.0,20,20,0
14391,57858,547,182,19.0,4,4,1
14392,57857,547,253,0.0,18,18,0
14393,57856,547,238,0.0,19,19,0
14394,57855,547,200,5.0,9,9,0
14395,57854,547,231,9.0,5,5,0
14396,57853,547,221,7.0,7,7,0
14397,57852,547,172,0.0,17,17,0
14398,57851,547,237,0.0,28,28,0
14399,57850,547,187,1.0,12,12,0
