9536,19770,398,138,6.0,10,10,0
9537,19771,398,105,8.0,8,8,0
9538,19772,398,157,0.0,22,22,0
9539,19773,398,156,4.0,14,14,0
9540,19774,398,166,4.0,12,12,0
9541,19775,398,169,0.0,23,23,0
9542,19776,398,158,4.0,13,13,0
9543,19777,398,102,49.0,2,2,2
9544,19778,398,119,2.0,17,17,0
9545,19779,398,110,4.0,11,11,0
9546,19780,398,118,3.0,15,15,0
9547,19781,398,133,0.0,25,25,0
9548,19782,398,145,0.0,24,24,0
9549,19783,398,84,2.0,16,16,0
9550,19784,398,170,7.0,9,9,0
9551,19785,398,122,1.0,20,20,0
9552,19786,398,112,1.0,18,18,0
9553,19787,398,167,0.0,26,26,0
9554,19788,398,99,0.0,27,27,0
9555,19789,398,160,0.0,21,21,0
9556,19790,398,163,1.0,19,19,0
9557,19791,398,171,0.0,28,28,0
9558,19792,398,78,0.0,29,29,0
9559,19793,399,117,40.0,4,4,3
9560,19794,399,137,67.0,1,1,3
9561,19795,399,140,22.0,5,5,0
9562,19796,399,77,18.0,6,6,0
9563,19797,399,123,10.0,8,8,0
9564,19798,399,95,43.0,3,3,4
9565,19799,399,138,6.0,10,10,0
9566,19800,399,105,8.0,9,9,0
9567,19801,399,157,0.0,22,22,0
9568,19802,399,156,4.0,14,14,0
9569,19803,399,166,4.0,13,13,0
9570,19804,399,169,0.0,23,23,0
9571,19805,399,158,5.0,11,11,0
9572,19806,399,102,49.0,2,2,2
9573,19807,399,119,2.0,17,17,0
9574,19808,399,110,4.0,12,12,0
9575,19809,399,118,3.0,15,15,0
9576,19810,399,133,0.0,25,25,0
9577,19811,399,145,0.0,24,24,0
9578,19812,399,84,2.0,16,16,0
9579,19813,399,170,10.0,7,7,0
9580,19814,399,122,1.0,19,19,0
9581,19815,399,112,1.0,18,18,0
9582,19816,399,167,0.0,26,26,0
9583,19817,399,99,0.0,28,28,0
9584,19818,399,160,0.0,21,21,0
9585,19819,399,163,1.0,20,20,0
9586,19820,399,171,0.0,27,27,0
9587,19821,399,78,0.0,29,29,0
9588,19822,400,117,46.0,4,4,3
9589,19823,400,137,70.0,1,1,3
9590,19824,400,140,26.0,5,5,0
9591,19825,400,77,18.0,6,6,0
9592,19826,400,123,10.0,8,8,0
9593,19827,400,95,52.0,2,2,5
9594,19828,400,138,6.0,10,10,0
9595,19829,400,105,8.0,9,9,0
9596,19830,400,157,0.0,22,22,0
9597,19831,400,156,4.0,14,14,0
9598,19832,400,166,4.0,13,13,0
9599,19833,400,169,0.0,23,23,0
