13504,58724,521,199,20.0,6,6,0
13505,58723,521,172,28.0,2,2,2
13506,58786,522,209,0.0,22,22,0
13507,58785,522,236,0.0,29,29,0
13508,58784,522,235,1.0,18,18,0
13509,58783,522,177,0.0,27,27,0
13510,58782,522,152,0.0,30,30,0
13511,58781,522,234,0.0,32,32,0
13512,58780,522,233,0.0,24,24,0
13513,58779,522,119,2.0,14,14,0
13514,58778,522,232,0.0,31,31,0
13515,58777,522,137,0.0,20,20,0
13516,58776,522,175,0.0,21,21,0
13517,58775,522,202,8.0,13,13,0
13518,58774,522,222,38.0,1,1,2
13519,58773,522,163,11.0,11,11,0
13520,58772,522,182,1.0,17,17,0
13521,58771,522,219,9.0,12,12,1
13522,58770,522,197,13.0,8,8,0
13523,58769,522,231,0.0,25,25,0
13524,58768,522,136,0.0,28,28,0
13525,58767,522,212,0.0,26,26,0
13526,58766,522,203,32.0,2,2,2
13527,58765,522,206,0.0,23,23,0
13528,58764,522,223,24.0,5,5,1
13529,58763,522,178,25.0,4,4,2
13530,58762,522,200,2.0,15,15,0
13531,58761,522,173,0.0,19,19,0
13532,58760,522,224,1.0,16,16,0
13533,58759,522,207,12.0,10,10,0
13534,58758,522,221,20.0,6,6,1
13535,58757,522,187,13.0,9,9,0
13536,58756,522,199,20.0,7,7,0
13537,58755,522,172,32.0,3,3,2
13538,58818,523,209,0.0,23,23,0
13539,58817,523,236,0.0,29,29,0
13540,58816,523,235,3.0,15,15,0
13541,58815,523,177,0.0,27,27,0
13542,58814,523,152,0.0,30,30,0
13543,58813,523,234,0.0,32,32,0
13544,58812,523,233,0.0,25,25,0
13545,58811,523,119,2.0,17,17,0
13546,58810,523,232,0.0,31,31,0
13547,58809,523,137,3.0,14,14,0
13548,58808,523,175,0.0,22,22,0
13549,58807,523,202,8.0,13,13,0
13550,58806,523,222,44.0,1,1,2
13551,58805,523,163,11.0,11,11,0
13552,58804,523,182,1.0,19,19,0
13553,58803,523,219,9.0,12,12,1
13554,58802,523,197,13.0,8,8,0
13555,58801,523,231,0.0,26,26,0
13556,58800,523,136,0.0,28,28,0
13557,58799,523,212,0.0,21,21,0
13558,58798,523,203,32.0,4,4,2
13559,58797,523,206,0.0,24,24,0
13560,58796,523,223,24.0,5,5,1
13561,58795,523,178,34.0,3,3,3
13562,58794,523,200,3.0,16,16,0
13563,58793,523,173,0.0,20,20,0
13564,58792,523,224,1.0,18,18,0
13565,58791,523,207,12.0,10,10,0
13566,58790,523,221,20.0,6,6,1
13567,58789,523,187,13.0,9,9,0
